map,map_type,map_slug,hero,role,winrate,pickrate
New Queen Street,Push,new-queen-street,Zarya,TANK,55.20,6.40
New Queen Street,Push,new-queen-street,Ana,SUP,43.10,26.70
New Queen Street,Push,new-queen-street,Baptiste,SUP,52.80,4.20
New Queen Street,Push,new-queen-street,Brigitte,SUP,56.10,12.20
New Queen Street,Push,new-queen-street,Illari,SUP,48.60,6.20
New Queen Street,Push,new-queen-street,Jetpack Cat,SUP,52.80,10.70
New Queen Street,Push,new-queen-street,Juno,SUP,50.40,14.90
New Queen Street,Push,new-queen-street,Kiriko,SUP,48.80,54.90
New Queen Street,Push,new-queen-street,Lifeweaver,SUP,50.50,4.40
New Queen Street,Push,new-queen-street,Lúcio,SUP,45.40,12.80
New Queen Street,Push,new-queen-street,Mercy,SUP,51.40,14.40
New Queen Street,Push,new-queen-street,Mizuki,SUP,51.20,13.20
New Queen Street,Push,new-queen-street,Moira,SUP,51.10,10.30
New Queen Street,Push,new-queen-street,Wuyang,SUP,48.10,9.20
New Queen Street,Push,new-queen-street,Zenyatta,SUP,58.60,5.90
Runasapi,Push,runasapi,Anran,DPS,53.30,4.00
Runasapi,Push,runasapi,Ashe,DPS,53.90,6.10
Runasapi,Push,runasapi,Bastion,DPS,53.50,4.40
Runasapi,Push,runasapi,Cassidy,DPS,48.90,26.40
Runasapi,Push,runasapi,Echo,DPS,52.40,3.70
Runasapi,Push,runasapi,Emre,DPS,44.40,4.20
Runasapi,Push,runasapi,Freja,DPS,48.20,7.70
Runasapi,Push,runasapi,Genji,DPS,50.80,12.80
Runasapi,Push,runasapi,Hanzo,DPS,50.70,2.00
Runasapi,Push,runasapi,Junkrat,DPS,58.20,2.70
Runasapi,Push,runasapi,Mei,DPS,51.20,3.20
Runasapi,Push,runasapi,Pharah,DPS,47.60,4.20
Runasapi,Push,runasapi,Reaper,DPS,49.10,8.50
Runasapi,Push,runasapi,Shion,DPS,46.20,22.90
Runasapi,Push,runasapi,Sierra,DPS,51.20,1.50
Runasapi,Push,runasapi,Sojourn,DPS,50.30,23.60
Runasapi,Push,runasapi,Soldier: 76,DPS,49.30,19.30
Runasapi,Push,runasapi,Sombra,DPS,51.90,2.70
Runasapi,Push,runasapi,Symmetra,DPS,64.70,2.60
Runasapi,Push,runasapi,Torbjörn,DPS,51.00,3.70
Runasapi,Push,runasapi,Tracer,DPS,49.10,25.50
Runasapi,Push,runasapi,Vendetta,DPS,57.40,3.30
Runasapi,Push,runasapi,Venture,DPS,47.90,1.80
Runasapi,Push,runasapi,Widowmaker,DPS,49.00,3.20
Runasapi,Push,runasapi,D.Va,TANK,41.30,4.60
Runasapi,Push,runasapi,Domina,TANK,48.60,1.60
Runasapi,Push,runasapi,Doomfist,TANK,48.90,9.00
Runasapi,Push,runasapi,Hazard,TANK,55.00,8.90
Runasapi,Push,runasapi,Junker Queen,TANK,50.10,5.60
Runasapi,Push,runasapi,Mauga,TANK,54.10,10.70
Runasapi,Push,runasapi,Orisa,TANK,52.00,8.80
Runasapi,Push,runasapi,Ramattra,TANK,53.70,6.00
Runasapi,Push,runasapi,Reinhardt,TANK,55.90,7.60
Runasapi,Push,runasapi,Roadhog,TANK,43.80,6.70
Runasapi,Push,runasapi,Sigma,TANK,46.20,10.20
Runasapi,Push,runasapi,Winston,TANK,48.00,4.80
Runasapi,Push,runasapi,Wrecking Ball,TANK,46.80,7.60
Runasapi,Push,runasapi,Zarya,TANK,51.00,7.80
Runasapi,Push,runasapi,Ana,SUP,46.10,23.00
Runasapi,Push,runasapi,Baptiste,SUP,46.50,4.90
Runasapi,Push,runasapi,Brigitte,SUP,48.50,13.40
Runasapi,Push,runasapi,Illari,SUP,53.00,6.00
Runasapi,Push,runasapi,Jetpack Cat,SUP,53.70,9.60
Runasapi,Push,runasapi,Juno,SUP,51.80,19.60
Runasapi,Push,runasapi,Kiriko,SUP,50.30,54.90
Runasapi,Push,runasapi,Lifeweaver,SUP,47.90,4.70
Runasapi,Push,runasapi,Lúcio,SUP,54.70,13.00
Runasapi,Push,runasapi,Mercy,SUP,50.90,12.50
Runasapi,Push,runasapi,Mizuki,SUP,52.50,14.30
Runasapi,Push,runasapi,Moira,SUP,42.20,9.80
Runasapi,Push,runasapi,Wuyang,SUP,50.00,8.80
Runasapi,Push,runasapi,Zenyatta,SUP,52.00,5.60
New Junk City,Flashpoint,new-junk-city,Anran,DPS,53.30,5.20
New Junk City,Flashpoint,new-junk-city,Ashe,DPS,51.00,1.60
New Junk City,Flashpoint,new-junk-city,Bastion,DPS,46.50,3.50
New Junk City,Flashpoint,new-junk-city,Cassidy,DPS,49.60,33.30
New Junk City,Flashpoint,new-junk-city,Echo,DPS,51.00,2.20
New Junk City,Flashpoint,new-junk-city,Emre,DPS,54.00,2.50
New Junk City,Flashpoint,new-junk-city,Freja,DPS,42.30,4.10
New Junk City,Flashpoint,new-junk-city,Genji,DPS,50.70,14.80
New Junk City,Flashpoint,new-junk-city,Hanzo,DPS,33.00,2.80
New Junk City,Flashpoint,new-junk-city,Junkrat,DPS,56.60,3.40
New Junk City,Flashpoint,new-junk-city,Mei,DPS,57.70,6.30
New Junk City,Flashpoint,new-junk-city,Pharah,DPS,45.20,3.00
New Junk City,Flashpoint,new-junk-city,Reaper,DPS,48.30,15.60
New Junk City,Flashpoint,new-junk-city,Shion,DPS,48.60,22.80
New Junk City,Flashpoint,new-junk-city,Sierra,DPS,28.20,0.90
New Junk City,Flashpoint,new-junk-city,Sojourn,DPS,50.20,23.40
New Junk City,Flashpoint,new-junk-city,Soldier: 76,DPS,50.40,11.50
New Junk City,Flashpoint,new-junk-city,Sombra,DPS,38.70,1.90
New Junk City,Flashpoint,new-junk-city,Symmetra,DPS,53.20,3.70
New Junk City,Flashpoint,new-junk-city,Torbjörn,DPS,49.90,4.10
New Junk City,Flashpoint,new-junk-city,Tracer,DPS,54.50,25.40
New Junk City,Flashpoint,new-junk-city,Vendetta,DPS,60.10,4.80
New Junk City,Flashpoint,new-junk-city,Venture,DPS,33.20,2.00
New Junk City,Flashpoint,new-junk-city,Widowmaker,DPS,32.70,1.20
New Junk City,Flashpoint,new-junk-city,D.Va,TANK,48.40,2.60
New Junk City,Flashpoint,new-junk-city,Domina,TANK,48.70,1.40
New Junk City,Flashpoint,new-junk-city,Doomfist,TANK,40.40,9.50
New Junk City,Flashpoint,new-junk-city,Hazard,TANK,48.40,9.20
New Junk City,Flashpoint,new-junk-city,Junker Queen,TANK,59.20,9.50
New Junk City,Flashpoint,new-junk-city,Mauga,TANK,54.00,11.60
New Junk City,Flashpoint,new-junk-city,Orisa,TANK,46.50,9.20
New Junk City,Flashpoint,new-junk-city,Ramattra,TANK,49.60,8.00
New Junk City,Flashpoint,new-junk-city,Reinhardt,TANK,51.70,7.80
New Junk City,Flashpoint,new-junk-city,Roadhog,TANK,53.30,6.10
New Junk City,Flashpoint,new-junk-city,Sigma,TANK,43.80,8.20
New Junk City,Flashpoint,new-junk-city,Winston,TANK,48.30,2.80
New Junk City,Flashpoint,new-junk-city,Wrecking Ball,TANK,57.30,3.90
New Junk City,Flashpoint,new-junk-city,Zarya,TANK,53.20,10.20
New Junk City,Flashpoint,new-junk-city,Ana,SUP,45.60,18.60
New Junk City,Flashpoint,new-junk-city,Baptiste,SUP,43.90,5.40
New Junk City,Flashpoint,new-junk-city,Brigitte,SUP,48.60,12.20
New Junk City,Flashpoint,new-junk-city,Illari,SUP,46.00,3.00
New Junk City,Flashpoint,new-junk-city,Jetpack Cat,SUP,47.70,8.30
New Junk City,Flashpoint,new-junk-city,Juno,SUP,51.20,17.50
New Junk City,Flashpoint,new-junk-city,Kiriko,SUP,52.70,58.20
New Junk City,Flashpoint,new-junk-city,Lifeweaver,SUP,50.60,3.30
New Junk City,Flashpoint,new-junk-city,Lúcio,SUP,57.50,18.90
New Junk City,Flashpoint,new-junk-city,Mercy,SUP,42.10,8.70
New Junk City,Flashpoint,new-junk-city,Mizuki,SUP,50.50,17.00
New Junk City,Flashpoint,new-junk-city,Moira,SUP,49.90,16.20
New Junk City,Flashpoint,new-junk-city,Wuyang,SUP,52.30,7.80
New Junk City,Flashpoint,new-junk-city,Zenyatta,SUP,49.30,5.00
Suravasa,Flashpoint,suravasa,Anran,DPS,53.70,4.30
Suravasa,Flashpoint,suravasa,Ashe,DPS,50.50,4.70
Suravasa,Flashpoint,suravasa,Bastion,DPS,47.90,3.70
Suravasa,Flashpoint,suravasa,Cassidy,DPS,46.80,26.60
Suravasa,Flashpoint,suravasa,Echo,DPS,49.60,3.20
Suravasa,Flashpoint,suravasa,Emre,DPS,44.00,3.70
Suravasa,Flashpoint,suravasa,Freja,DPS,47.20,6.80
Suravasa,Flashpoint,suravasa,Genji,DPS,52.90,14.20
Suravasa,Flashpoint,suravasa,Hanzo,DPS,46.70,2.30
Suravasa,Flashpoint,suravasa,Junkrat,DPS,56.60,3.00
Suravasa,Flashpoint,suravasa,Mei,DPS,60.30,4.00
Suravasa,Flashpoint,suravasa,Pharah,DPS,50.60,4.00
Suravasa,Flashpoint,suravasa,Reaper,DPS,49.10,11.10
Suravasa,Flashpoint,suravasa,Shion,DPS,47.80,23.20
Suravasa,Flashpoint,suravasa,Sierra,DPS,52.10,1.20
Suravasa,Flashpoint,suravasa,Sojourn,DPS,51.10,23.90
Suravasa,Flashpoint,suravasa,Soldier: 76,DPS,51.90,17.40
Suravasa,Flashpoint,suravasa,Sombra,DPS,57.20,2.60
Suravasa,Flashpoint,suravasa,Symmetra,DPS,55.40,3.20
Suravasa,Flashpoint,suravasa,Torbjörn,DPS,45.80,4.80
Suravasa,Flashpoint,suravasa,Tracer,DPS,49.50,25.50
Suravasa,Flashpoint,suravasa,Vendetta,DPS,49.60,3.20
Suravasa,Flashpoint,suravasa,Venture,DPS,49.70,1.90
Suravasa,Flashpoint,suravasa,Widowmaker,DPS,33.60,1.40
Suravasa,Flashpoint,suravasa,D.Va,TANK,38.80,4.60
Suravasa,Flashpoint,suravasa,Domina,TANK,55.70,1.40
Suravasa,Flashpoint,suravasa,Doomfist,TANK,52.00,9.90
Suravasa,Flashpoint,suravasa,Hazard,TANK,53.60,10.30
Suravasa,Flashpoint,suravasa,Junker Queen,TANK,60.80,6.90
Suravasa,Flashpoint,suravasa,Mauga,TANK,59.30,9.60
Suravasa,Flashpoint,suravasa,Orisa,TANK,43.60,7.60
Suravasa,Flashpoint,suravasa,Ramattra,TANK,53.40,5.10
Suravasa,Flashpoint,suravasa,Reinhardt,TANK,49.10,6.90
Suravasa,Flashpoint,suravasa,Roadhog,TANK,51.20,7.40
Suravasa,Flashpoint,suravasa,Sigma,TANK,44.40,8.30
Suravasa,Flashpoint,suravasa,Winston,TANK,38.90,5.80
Suravasa,Flashpoint,suravasa,Wrecking Ball,TANK,48.50,8.60
Suravasa,Flashpoint,suravasa,Zarya,TANK,50.30,7.70
Suravasa,Flashpoint,suravasa,Ana,SUP,44.20,20.00
Suravasa,Flashpoint,suravasa,Baptiste,SUP,49.80,4.80
Suravasa,Flashpoint,suravasa,Brigitte,SUP,49.80,14.00
Suravasa,Flashpoint,suravasa,Illari,SUP,54.10,5.30
Suravasa,Flashpoint,suravasa,Jetpack Cat,SUP,51.30,9.80
Suravasa,Flashpoint,suravasa,Juno,SUP,48.50,15.60
Suravasa,Flashpoint,suravasa,Kiriko,SUP,50.50,58.60
Suravasa,Flashpoint,suravasa,Lifeweaver,SUP,52.10,4.40
Suravasa,Flashpoint,suravasa,Lúcio,SUP,51.90,15.90
Suravasa,Flashpoint,suravasa,Mercy,SUP,50.60,11.60
Suravasa,Flashpoint,suravasa,Mizuki,SUP,49.60,14.50
Suravasa,Flashpoint,suravasa,Moira,SUP,52.20,12.60
Suravasa,Flashpoint,suravasa,Wuyang,SUP,50.50,8.00
Suravasa,Flashpoint,suravasa,Zenyatta,SUP,49.90,4.90
Neon Junction,Hybrid,neon-junction,Anran,DPS,,
Neon Junction,Hybrid,neon-junction,Ashe,DPS,,
Neon Junction,Hybrid,neon-junction,Bastion,DPS,,
Neon Junction,Hybrid,neon-junction,Cassidy,DPS,,
Neon Junction,Hybrid,neon-junction,Echo,DPS,,
Neon Junction,Hybrid,neon-junction,Emre,DPS,,
Neon Junction,Hybrid,neon-junction,Freja,DPS,,
Neon Junction,Hybrid,neon-junction,Genji,DPS,,
Neon Junction,Hybrid,neon-junction,Hanzo,DPS,,
Neon Junction,Hybrid,neon-junction,Junkrat,DPS,,
Neon Junction,Hybrid,neon-junction,Mei,DPS,,
Neon Junction,Hybrid,neon-junction,Pharah,DPS,,
Neon Junction,Hybrid,neon-junction,Reaper,DPS,,
Neon Junction,Hybrid,neon-junction,Shion,DPS,,
Neon Junction,Hybrid,neon-junction,Sierra,DPS,,
Neon Junction,Hybrid,neon-junction,Sojourn,DPS,,
Neon Junction,Hybrid,neon-junction,Soldier: 76,DPS,,
Neon Junction,Hybrid,neon-junction,Sombra,DPS,,
Neon Junction,Hybrid,neon-junction,Symmetra,DPS,,
Neon Junction,Hybrid,neon-junction,Torbjörn,DPS,,
Neon Junction,Hybrid,neon-junction,Tracer,DPS,,
Neon Junction,Hybrid,neon-junction,Vendetta,DPS,,
Neon Junction,Hybrid,neon-junction,Venture,DPS,,
Neon Junction,Hybrid,neon-junction,Widowmaker,DPS,,
Neon Junction,Hybrid,neon-junction,D.Va,TANK,,
Neon Junction,Hybrid,neon-junction,Domina,TANK,,
Neon Junction,Hybrid,neon-junction,Doomfist,TANK,,
Neon Junction,Hybrid,neon-junction,Hazard,TANK,,
Neon Junction,Hybrid,neon-junction,Junker Queen,TANK,,
Neon Junction,Hybrid,neon-junction,Mauga,TANK,,
Neon Junction,Hybrid,neon-junction,Orisa,TANK,,
Neon Junction,Hybrid,neon-junction,Ramattra,TANK,,
Neon Junction,Hybrid,neon-junction,Reinhardt,TANK,,
Neon Junction,Hybrid,neon-junction,Roadhog,TANK,,
Neon Junction,Hybrid,neon-junction,Sigma,TANK,,
Neon Junction,Hybrid,neon-junction,Winston,TANK,,
Neon Junction,Hybrid,neon-junction,Wrecking Ball,TANK,,
Neon Junction,Hybrid,neon-junction,Zarya,TANK,,
Neon Junction,Hybrid,neon-junction,Ana,SUP,,
Neon Junction,Hybrid,neon-junction,Baptiste,SUP,,
Neon Junction,Hybrid,neon-junction,Brigitte,SUP,,
Neon Junction,Hybrid,neon-junction,Illari,SUP,,
Neon Junction,Hybrid,neon-junction,Jetpack Cat,SUP,,
Neon Junction,Hybrid,neon-junction,Juno,SUP,,
Neon Junction,Hybrid,neon-junction,Kiriko,SUP,,
Neon Junction,Hybrid,neon-junction,Lifeweaver,SUP,,
Neon Junction,Hybrid,neon-junction,Lúcio,SUP,,
Neon Junction,Hybrid,neon-junction,Mercy,SUP,,
Neon Junction,Hybrid,neon-junction,Mizuki,SUP,,
Neon Junction,Hybrid,neon-junction,Moira,SUP,,
Neon Junction,Hybrid,neon-junction,Wuyang,SUP,,
Neon Junction,Hybrid,neon-junction,Zenyatta,SUP,,
